year,gender,team,opponent,playerNum,playerName,setsPlayed,atkPts,atkErrors,atkTotal,atkPtsPer,assists,servePts,serveErrors,recErrors,digs,blkPts,blkAst,blkErrors,BHE,totalPts,isMale
2009,Female,Laurier,Western,2,Victoria Cowley,3,0,0,1,0.0,1,0,0,2,18,0,0,0,0,0,0
2009,Female,Laurier,Western,3,Alexandra Hyde,2,0,0,1,0.0,0,0,0,0,2,0,0,0,0,0,0
2009,Female,Laurier,Western,5,Julie Gordon,3,9,3,22,0.273,0,2,1,0,5,1,3,3,0,12,0
2009,Female,Laurier,Western,8,T Andrew-Wasylik,2,3,3,18,0.0,0,1,1,1,4,0,1,0,0,4,0
2009,Female,Laurier,Western,9,Brittany Brunt,1,1,0,3,0.333,7,0,0,0,1,0,1,1,0,1,0
2009,Female,Laurier,Western,10,Amara Ilias,2,5,8,30,-0.1,1,0,0,0,5,0,5,4,1,5,0
2009,Female,Laurier,Western,11,Lauren Carter,3,0,0,5,0.0,19,0,0,0,2,0,0,3,0,0,0
2009,Female,Laurier,Western,13,Megan Gilmore,3,5,0,17,0.294,0,0,0,0,3,0,2,4,2,5,0
2009,Female,Laurier,Western,14,Brittney Hopley,1,0,1,2,-0.5,0,0,1,0,0,0,1,1,0,0,0
2009,Female,Laurier,Western,15,Victoria Altomare,2,2,3,10,-0.1,1,0,0,0,5,0,1,3,0,2,0
2009,Female,Western,Laurier,2,Jenna Thomson,2,1,0,5,0.2,21,0,2,0,6,0,1,0,0,1,0
2009,Female,Western,Laurier,4,Claire Morrow,3,0,0,5,0.0,0,0,0,0,24,0,0,0,0,0,0
2009,Female,Western,Laurier,5,Sarah Johnston,3,8,2,20,0.3,4,2,0,0,3,2,1,3,1,12,0
2009,Female,Western,Laurier,6,Sara Farrell,3,8,1,21,0.333,0,1,1,0,7,1,5,2,0,10,0
2009,Female,Western,Laurier,7,Nicole Smyrnios,1,1,0,2,0.5,10,0,1,0,3,0,3,0,0,1,0
2009,Female,Western,Laurier,10,Sarah Lowry,3,6,1,22,0.227,0,1,1,0,11,0,2,2,0,7,0
2009,Female,Western,Laurier,12,Elaine Screaton,2,5,4,15,0.067,0,0,0,2,6,0,1,0,0,5,0
2009,Female,Western,Laurier,13,Jacqueline Robinson,3,6,5,28,0.036,0,2,3,1,13,1,1,1,0,9,0
2009,Female,Waterloo,York,4,S. Ebreo,4,1,0,1,1.0,34,1,1,0,8,0,1,0,0,2,0
2009,Female,Waterloo,York,5,L. Wilk,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2009,Female,Waterloo,York,6,M. Mckenzie,4,2,2,6,0.0,0,0,1,0,2,1,4,0,0,3,0
2009,Female,Waterloo,York,7,L. Ledas,4,3,2,8,0.125,2,1,2,0,0,1,4,0,0,5,0
2009,Female,Waterloo,York,9,L. Klein,4,13,5,24,0.333,0,1,5,0,8,1,2,0,0,15,0
2009,Female,Waterloo,York,10,K. Spack,4,0,0,0,0.0,0,0,0,0,10,0,0,0,0,0,0
2009,Female,Waterloo,York,11,K. Flanagan,4,9,6,32,0.094,3,1,1,0,13,0,2,0,0,10,0
2009,Female,York,Waterloo,1,Kristina Vlcek,4,11,6,27,0.185,1,1,1,0,18,2,2,0,0,14,0
2009,Female,York,Waterloo,2,Natasha Khan,4,0,3,7,-0.429,0,0,1,0,5,0,0,0,0,0,0
2009,Female,York,Waterloo,4,Stephanie Green,4,7,4,22,0.136,1,1,1,0,6,0,1,0,0,8,0
2009,Female,York,Waterloo,6,Thin Sriskandarajah,4,12,3,33,0.273,1,0,1,0,14,0,1,0,0,12,0
2009,Female,York,Waterloo,8,Gina Morphy,4,0,1,1,-1.0,31,0,1,0,12,0,0,0,0,0,0
2009,Female,York,Waterloo,9,Laura Scull,4,0,0,0,0.0,2,0,0,0,8,0,0,0,0,0,0
2009,Female,York,Waterloo,10,Sarah Sutton,4,10,9,35,0.029,1,2,3,0,10,0,2,0,0,12,0
2009,Female,York,Waterloo,11,Caroline Cooper,3,4,3,11,0.091,0,1,0,0,0,1,0,0,0,6,0
2009,Female,York,Waterloo,12,Chantelle Lheureux,3,0,0,0,0.0,0,0,0,0,7,0,0,0,0,0,0
2009,Female,Queen's,Lakehead,1,Natalie Fisher,2,1,1,6,0.0,0,0,1,0,3,0,0,0,0,1,0
2009,Female,Queen's,Lakehead,2,Elyssa Heller,4,7,3,24,0.167,1,2,0,0,30,0,1,0,1,9,0
2009,Female,Queen's,Lakehead,4,Lorna Button,4,5,7,24,-0.083,0,0,1,0,18,0,1,0,1,5,0
2009,Female,Queen's,Lakehead,6,Julie Lockwood,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
2009,Female,Queen's,Lakehead,7,Colleen Ogilvie,4,6,3,33,0.091,1,2,2,0,6,0,0,0,0,8,0
2009,Female,Queen's,Lakehead,10,Becky Billings,4,0,1,9,-0.111,0,0,0,2,20,0,0,0,0,0,0
2009,Female,Queen's,Lakehead,11,Shannon Walsh,3,0,0,0,0.0,0,2,1,0,1,0,0,0,0,2,0
2009,Female,Queen's,Lakehead,12,Natalie Gray,4,10,5,38,0.132,0,0,1,1,14,0,0,0,0,10,0
2009,Female,Queen's,Lakehead,13,Katie Matthews,4,10,1,21,0.429,2,0,2,0,11,3,2,0,0,13,0
2009,Female,Lakehead,Queen's,1,Katelyn Mayba,3,6,4,19,0.105,1,0,1,1,8,0,0,0,0,6,0
2009,Female,Lakehead,Queen's,3,Jenna Macdonald,2,3,0,3,1.0,6,0,0,0,10,0,2,0,0,3,0
2009,Female,Lakehead,Queen's,4,Tessa Mendel,4,0,0,2,0.0,1,0,1,4,22,0,0,0,0,0,0
2009,Female,Lakehead,Queen's,5,Maddison Kluke,3,1,1,8,0.0,0,0,0,0,11,0,0,0,0,1,0
2009,Female,Lakehead,Queen's,6,Vanessa Chorkaway,4,13,6,57,0.123,1,1,1,0,7,0,1,0,0,14,0
2009,Female,Lakehead,Queen's,7,Jenifer Lafrance,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2009,Female,Lakehead,Queen's,8,Karla Brayshaw,4,3,2,14,0.071,1,1,1,0,3,0,0,2,0,4,0
2009,Female,Lakehead,Queen's,9,Jill Bodak,3,1,1,6,0.0,23,0,0,0,6,0,1,0,0,1,0
2009,Female,Lakehead,Queen's,11,Ashley Baer,4,6,2,25,0.16,1,1,2,3,18,0,1,0,1,7,0
2009,Female,Lakehead,Queen's,12,Jorie Daymond,4,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0
2009,Female,Toronto,Windsor,1,K. Mahanna,3,1,0,2,0.5,25,0,0,0,3,1,0,0,0,2,0
2009,Female,Toronto,Windsor,2,K. Rossal,1,0,2,3,-0.667,0,0,0,0,3,0,1,0,0,0,0
2009,Female,Toronto,Windsor,8,K. Diesing,3,8,6,22,0.091,2,1,0,1,3,0,0,0,0,9,0
2009,Female,Toronto,Windsor,9,H. Bansely,2,10,2,16,0.5,1,0,2,0,4,0,1,0,0,10,0
2009,Female,Toronto,Windsor,10,K. Valjas,3,8,3,21,0.238,0,2,1,0,6,1,0,0,0,11,0
2009,Female,Toronto,Windsor,13,J. Khouri,1,3,0,4,0.75,0,0,1,0,2,0,0,0,0,3,0
2009,Female,Toronto,Windsor,4,R. Crosier,2,1,2,5,-0.2,0,1,0,0,1,0,0,0,0,2,0
2009,Female,Toronto,Windsor,5,L. Ebenhardt,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0
2009,Female,Toronto,Windsor,6,A. Hudson,1,0,1,1,-1.0,0,0,0,0,0,0,1,0,0,0,0
2009,Female,Toronto,Windsor,7,P. Candas,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0
2009,Female,Toronto,Windsor,11,S. Rossall,2,4,0,7,0.571,0,0,0,0,1,4,1,0,0,8,0
2009,Female,Toronto,Windsor,12,,1,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0
2009,Female,Toronto,Windsor,14,D. Collins,2,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0
2009,Female,Toronto,Windsor,15,L. Willoughby,2,5,1,7,0.571,0,5,0,0,2,0,0,0,0,10,0
2009,Female,Toronto,Windsor,17,A. Sweetman,2,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
2009,Female,Toronto,Windsor,18,M. Wood,3,0,0,0,0.0,1,0,0,1,4,0,0,0,0,0,0
2009,Female,Windsor,Toronto,3,Jovana Stranatic,3,3,2,16,0.062,0,1,1,2,5,0,0,0,0,4,0
2009,Female,Windsor,Toronto,7,Mackenzie Coyle,3,7,6,20,0.05,0,1,0,1,2,1,1,0,0,9,0
2009,Female,Windsor,Toronto,8,Michelle Pierce,3,9,4,18,0.278,1,0,0,0,1,2,0,0,0,11,0
2009,Female,Windsor,Toronto,12,Ana Vrcelj,3,4,2,8,0.25,1,0,0,0,3,0,2,0,0,4,0
2009,Female,Windsor,Toronto,15,Kaila Seguin,3,4,5,19,-0.053,0,0,1,3,6,0,1,0,0,4,0
2009,Female,Windsor,Toronto,17,Jillian Fantuz,3,1,1,3,0.0,23,0,0,1,6,0,0,0,0,1,0
2009,Female,Windsor,Toronto,6,Jessica Beltran,3,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0
2009,Female,Windsor,Toronto,10,Jennifer Ellig,3,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0
2009,Female,Ottawa,Ryerson,1,Joanna Fabris,3,0,0,0,0.0,1,1,0,0,1,0,0,0,0,1,0
2009,Female,Ottawa,Ryerson,3,Christina Grail,3,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0
2009,Female,Ottawa,Ryerson,4,Kaely Whillans,4,5,2,13,0.231,2,1,2,0,0,0,0,2,0,6,0
2009,Female,Ottawa,Ryerson,5,Laura Edwards,1,1,2,4,-0.25,0,0,0,1,0,0,0,0,0,1,0
2009,Female,Ottawa,Ryerson,8,Melissa Morelli,4,3,3,23,0.0,1,3,2,1,4,0,0,1,0,6,0
2009,Female,Ottawa,Ryerson,9,Jane Berry,1,0,0,2,0.0,1,0,0,0,3,0,0,2,0,0,0
2009,Female,Ottawa,Ryerson,10,Karina Krueger-Schwanke,4,15,13,42,0.048,3,1,1,0,2,2,0,4,0,18,0
2009,Female,Ottawa,Ryerson,11,Claudia Séguin,4,0,0,0,0.0,2,0,0,1,6,0,0,0,0,0,0
2009,Female,Ottawa,Ryerson,13,Kathryn Weihrer,2,2,0,2,1.0,0,0,0,0,0,0,0,0,0,2,0
2009,Female,Ottawa,Ryerson,14,Tess Edwards,4,9,5,16,0.25,15,0,2,1,3,1,0,0,0,10,0
2009,Female,Ottawa,Ryerson,15,Joanie Beauregard,4,6,2,18,0.222,0,2,1,0,1,1,0,0,0,9,0
2009,Female,Ottawa,Ryerson,16,Stephanie McGuinty,4,5,4,14,0.071,2,5,1,1,5,2,0,1,0,12,0
2009,Female,Ryerson,Ottawa,1,Haley Wolfenden,4,0,1,2,-0.5,25,1,1,0,3,1,0,2,0,2,0
2009,Female,Ryerson,Ottawa,2,Ali McComb,4,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0
2009,Female,Ryerson,Ottawa,4,Kasandra Bracken,4,8,2,18,0.333,0,0,2,0,0,0,0,0,0,8,0
2009,Female,Ryerson,Ottawa,6,Jana Champagne,1,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0
2009,Female,Ryerson,Ottawa,9,Chelsea Blackall,3,0,0,0,0.0,0,0,0,3,4,0,0,0,0,0,0
2009,Female,Ryerson,Ottawa,11,Carli Yim,4,6,1,14,0.357,4,1,1,0,9,1,0,2,0,8,0
2009,Female,Ryerson,Ottawa,13,Jennifer Williams,4,14,8,39,0.154,1,1,6,0,6,0,0,2,0,15,0
2009,Female,Ryerson,Ottawa,14,Leah Saar,4,12,3,28,0.321,0,1,2,4,1,0,0,2,0,13,0
2009,Female,Ryerson,Ottawa,17,Lindsay Franco,4,5,5,27,0.0,1,1,1,0,1,1,0,1,0,7,0
2009,Female,Brock,McMaster,2,Ally Fast,5,0,1,2,-0.5,33,0,0,0,10,1,0,0,0,1,0
2009,Female,Brock,McMaster,3,Shannon Anderson,5,6,8,33,-0.061,0,2,1,0,17,0,0,0,0,8,0
2009,Female,Brock,McMaster,4,Tori Stirling,5,6,2,23,0.174,1,0,0,0,8,0,1,0,0,6,0
2009,Female,Brock,McMaster,7,Heather Potts,4,1,2,6,-0.167,0,2,0,0,2,0,2,0,0,3,0
2009,Female,Brock,McMaster,10,Jasmine Thome,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2009,Female,Brock,McMaster,12,Rachel Roorda,5,6,4,15,0.133,1,0,0,0,3,1,3,0,0,7,0
2009,Female,Brock,McMaster,13,Kaila Wiley,5,0,0,0,0.0,2,0,0,0,18,0,0,0,0,0,0
2009,Female,Brock,McMaster,14,Leah Urquhart,4,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0
2009,Female,Brock,McMaster,15,Erin Mercer,5,12,6,38,0.158,1,2,0,0,10,0,7,0,0,14,0
2009,Female,McMaster,Brock,1,Sarah Kiernan,2,8,1,11,0.636,3,0,1,0,2,0,0,0,0,8,0
2009,Female,McMaster,Brock,3,Laura Cobb,2,0,0,0,0.0,0,0,1,0,7,0,0,0,0,0,0
2009,Female,McMaster,Brock,4,Meagan Nederveen,5,0,0,0,0.0,0,0,0,0,13,0,0,0,0,0,0
2009,Female,McMaster,Brock,5,Margot Randall,2,1,4,12,-0.25,0,1,1,0,4,0,0,0,0,2,0
2009,Female,McMaster,Brock,6,Genevieve Dumas,5,11,7,27,0.148,0,1,1,0,9,2,2,0,0,14,0
2009,Female,McMaster,Brock,7,Kaila Janssen,4,9,10,36,-0.028,1,0,2,0,6,0,3,0,0,9,0
2009,Female,McMaster,Brock,8,Shannon McRobert,3,11,1,18,0.556,0,0,2,0,1,3,3,0,0,14,0
2009,Female,McMaster,Brock,13,Jennifer Holt,5,2,2,8,0.0,64,3,1,0,16,1,1,0,0,6,0
2009,Female,McMaster,Brock,14,Larissa Puhach,5,17,10,45,0.156,0,0,1,0,11,0,1,0,0,17,0
2009,Female,McMaster,Brock,16,Meghan Jamieson,1,0,1,1,-1.0,0,0,0,0,2,0,0,0,0,0,0
2009,Female,Toronto,Western,1,K. Mahanna,4,0,0,1,0.0,53,0,0,1,5,0,0,0,2,0,0
2009,Female,Toronto,Western,2,K. Rossal,1,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0
2009,Female,Toronto,Western,4,R. Crosier,1,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0
2009,Female,Toronto,Western,7,P. Candas,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2009,Female,Toronto,Western,8,K. Diesing,4,15,5,37,0.27,2,1,0,1,14,2,1,0,0,18,0
2009,Female,Toronto,Western,9,H. Bansely,4,20,10,47,0.213,0,2,1,1,18,2,2,2,0,24,0
2009,Female,Toronto,Western,10,K. Valjas,4,16,3,35,0.371,0,1,2,2,8,0,1,4,1,17,0
2009,Female,Toronto,Western,11,S. Rossall,2,5,2,13,0.231,0,0,2,1,4,1,2,1,0,6,0
2009,Female,Toronto,Western,15,L. Willoughby,4,3,5,10,-0.2,3,0,1,0,2,1,2,1,0,4,0
2009,Female,Western,Toronto,2,Jenna Thomson,4,1,0,10,0.1,41,4,2,0,8,0,4,0,0,5,0
2009,Female,Western,Toronto,4,Claire Morrow,4,0,0,0,0.0,1,0,0,0,14,0,0,0,1,0,0
2009,Female,Western,Toronto,5,Sarah Johnston,4,5,4,16,0.062,1,0,0,1,7,1,2,0,0,6,0
2009,Female,Western,Toronto,6,Sara Farrell,4,6,1,11,0.455,0,2,0,0,2,1,5,0,0,9,0
2009,Female,Western,Toronto,8,Kaitlyn Ognibene,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0
2009,Female,Western,Toronto,10,Sarah Lowry,4,11,1,29,0.345,1,0,1,0,10,0,1,0,0,11,0
2009,Female,Western,Toronto,12,Elaine Screaton,4,10,1,28,0.321,0,1,0,0,7,0,2,0,0,11,0
2009,Female,Western,Toronto,13,Jacqueline Robinson,4,5,4,19,0.053,0,1,0,3,13,0,0,0,0,6,0
2009,Female,Ottawa,York,4,Kaely Whillans,4,1,0,1,1.0,34,1,1,0,8,0,1,0,0,2,0
2009,Female,Ottawa,York,5,Laura Edwards,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2009,Female,Ottawa,York,6,"Mckenzie, Megan",4,2,2,6,0.0,0,0,1,0,2,1,4,0,0,3,0
2009,Female,Ottawa,York,7,"Ledas, Laura",4,3,2,8,0.125,2,1,2,0,0,1,4,0,0,5,0
2009,Female,Ottawa,York,9,Jane Berry,4,13,5,24,0.333,0,1,5,0,8,1,2,0,0,15,0
2009,Female,Ottawa,York,10,Karina Krueger-Schwanke,4,0,0,0,0.0,0,0,0,0,10,0,0,0,0,0,0
2009,Female,Ottawa,York,11,Claudia Séguin,4,9,6,32,0.094,3,1,1,0,13,0,2,0,0,10,0
2009,Female,York,Ottawa,1,Kristina Vlcek,4,11,6,27,0.185,1,1,1,0,18,2,2,0,0,14,0
2009,Female,York,Ottawa,2,Natasha Khan,4,0,3,7,-0.429,0,0,1,0,5,0,0,0,0,0,0
2009,Female,York,Ottawa,4,Stephanie Green,4,7,4,22,0.136,1,1,1,0,6,0,1,0,0,8,0
2009,Female,York,Ottawa,6,Thin Sriskandarajah,4,12,3,33,0.273,1,0,1,0,14,0,1,0,0,12,0
2009,Female,York,Ottawa,8,Gina Morphy,4,0,1,1,-1.0,31,0,1,0,12,0,0,0,0,0,0
2009,Female,York,Ottawa,9,Laura Scull,4,0,0,0,0.0,2,0,0,0,8,0,0,0,0,0,0
2009,Female,York,Ottawa,10,Sarah Sutton,4,10,9,35,0.029,1,2,3,0,10,0,2,0,0,12,0
2009,Female,York,Ottawa,11,Caroline Cooper,3,4,3,11,0.091,0,1,0,0,0,1,0,0,0,6,0
2009,Female,York,Ottawa,12,Chantelle Lheureux,3,0,0,0,0.0,0,0,0,0,7,0,0,0,0,0,0
2009,Female,Waterloo,Brock,4,S. Ebreo,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2009,Female,Waterloo,Brock,5,L. Wilk,1,0,2,2,-1.0,0,0,0,0,0,0,0,0,0,0,0
2009,Female,Waterloo,Brock,6,M. Mckenzie,5,15,2,21,0.619,2,0,3,0,0,4,8,0,0,19,0
2009,Female,Waterloo,Brock,7,L. Ledas,5,9,8,18,0.056,0,2,2,0,3,4,0,0,0,15,0
2009,Female,Waterloo,Brock,9,L. Klein,5,9,9,33,0.0,0,2,2,0,18,3,1,0,0,14,0
2009,Female,Waterloo,Brock,10,K. Spack,5,0,2,2,-1.0,1,0,0,0,20,0,0,0,0,0,0
2009,Female,Waterloo,Brock,11,K. Flanagan,5,18,8,49,0.204,1,0,1,0,8,2,1,0,0,20,0
2009,Female,Waterloo,Brock,13,B. Josipovic,5,25,7,45,0.4,1,0,0,0,4,2,0,0,0,27,0
2009,Female,Brock,Waterloo,2,Ally Fast,5,0,1,2,-0.5,39,2,0,0,10,0,1,0,0,2,0
2009,Female,Brock,Waterloo,3,Shannon Anderson,5,4,7,25,-0.12,0,2,1,0,7,0,0,0,0,6,0
2009,Female,Brock,Waterloo,4,Tori Stirling,5,7,5,24,0.083,1,1,0,0,9,0,1,0,0,8,0
2009,Female,Brock,Waterloo,6,Sydney Fowlis,3,2,3,8,-0.125,0,0,0,0,2,0,0,0,0,2,0
2009,Female,Brock,Waterloo,9,Chelsea Finn,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0
2009,Female,Brock,Waterloo,12,Rachel Roorda,5,6,0,9,0.667,1,0,1,0,3,4,0,0,0,10,0
2009,Female,Brock,Waterloo,13,Kaila Wiley,1,0,0,0,0.0,1,0,0,0,4,0,0,0,0,0,0
2009,Female,Brock,Waterloo,14,Leah Urquhart,5,0,0,0,0.0,0,0,0,0,15,0,0,0,0,0,0
2009,Female,Brock,Waterloo,15,Erin Mercer,5,17,5,50,0.24,1,1,0,0,11,1,0,0,0,19,0
2009,Female,Queen's,Lakehead,1,Natalie Fisher,1,2,1,2,0.5,0,0,0,0,0,0,1,0,0,2,0
2009,Female,Queen's,Lakehead,2,Elyssa Heller,4,8,3,20,0.25,3,0,3,0,16,0,2,0,0,8,0
2009,Female,Queen's,Lakehead,4,Lorna Button,4,15,5,43,0.233,1,0,0,1,21,0,1,0,0,15,0
2009,Female,Queen's,Lakehead,6,Julie Lockwood,2,0,1,1,-1.0,9,0,1,0,2,0,0,0,0,0,0
2009,Female,Queen's,Lakehead,7,Colleen Ogilvie,4,6,0,19,0.316,1,2,4,0,6,0,2,0,0,8,0
2009,Female,Queen's,Lakehead,8,Allison Grand,1,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0
2009,Female,Queen's,Lakehead,9,Katarina Chan,2,0,0,0,0.0,0,1,0,0,2,0,0,0,0,1,0
2009,Female,Queen's,Lakehead,10,Becky Billings,4,0,0,11,0.0,0,0,0,1,23,0,0,0,0,0,0
2009,Female,Queen's,Lakehead,11,Shannon Walsh,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0
2009,Female,Queen's,Lakehead,12,Natalie Gray,4,12,3,49,0.184,0,0,1,0,25,0,2,0,1,12,0
2009,Female,Queen's,Lakehead,14,Kristin Collins,4,0,1,1,-1.0,36,1,2,0,11,0,1,0,2,1,0
2009,Female,Lakehead,Queen's,1,Katelyn Mayba,3,5,4,21,0.048,0,0,2,1,7,0,0,0,0,5,0
2009,Female,Lakehead,Queen's,3,Jenna Macdonald,4,3,1,8,0.25,23,2,2,0,16,0,0,0,0,5,0
2009,Female,Lakehead,Queen's,4,Tessa Mendel,2,0,0,0,0.0,0,0,0,1,13,0,0,0,0,0,0
2009,Female,Lakehead,Queen's,5,Maddison Kluke,4,4,1,28,0.107,2,0,1,0,8,0,0,0,0,4,0
2009,Female,Lakehead,Queen's,6,Vanessa Chorkaway,3,6,4,26,0.077,0,0,0,0,6,3,0,0,0,9,0
2009,Female,Lakehead,Queen's,8,Karla Brayshaw,4,5,2,15,0.2,1,0,1,0,1,1,0,0,0,6,0
2009,Female,Lakehead,Queen's,9,Jill Bodak,1,0,0,0,0.0,1,0,0,0,2,0,0,0,0,0,0
2009,Female,Lakehead,Queen's,11,Ashley Baer,4,1,1,19,0.0,1,0,1,0,24,0,0,0,0,1,0
2009,Female,Lakehead,Queen's,12,Jorie Daymond,4,6,1,19,0.263,0,0,0,0,4,2,0,0,0,8,0
2009,Female,Lakehead,Queen's,15,Sarah Reid,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2009,Female,Lakehead,Queen's,16,Sonja Wolski,2,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0
2009,Female,McMaster,Windsor,1,Sarah Kiernan,3,5,1,11,0.364,3,0,0,0,0,1,0,0,0,6,0
2009,Female,McMaster,Windsor,7,Kaila Janssen,3,4,2,13,0.154,0,0,1,0,3,0,1,0,0,4,0
2009,Female,McMaster,Windsor,8,Shannon McRobert,3,6,0,11,0.545,1,5,0,0,3,0,2,0,0,11,0
2009,Female,McMaster,Windsor,13,Jennifer Holt,2,0,0,0,0.0,16,0,0,0,4,0,0,0,0,0,0
2009,Female,McMaster,Windsor,14,Larissa Puhach,3,11,1,22,0.455,0,0,0,1,1,0,0,0,0,11,0
2009,Female,McMaster,Windsor,17,Kailee Stock,3,7,1,11,0.545,0,4,0,0,11,0,1,0,0,11,0
2009,Female,McMaster,Windsor,3,Laura Cobb,2,1,0,1,1.0,11,0,0,0,4,0,0,0,0,1,0
2009,Female,McMaster,Windsor,4,Meagan Nederveen,3,0,0,0,0.0,2,0,0,0,4,0,0,0,0,0,0
2009,Female,McMaster,Windsor,9,Amanda Weldon,1,0,0,0,0.0,1,0,0,0,0,1,0,0,0,1,0
2009,Female,McMaster,Windsor,16,Meghan Jamieson,2,0,1,1,-1.0,0,0,0,0,0,0,0,0,0,0,0
2009,Female,Windsor,McMaster,7,Mackenzie Coyle,3,3,3,14,0.0,0,0,1,2,7,0,0,0,0,3,0
2009,Female,Windsor,McMaster,8,Michelle Pierce,3,5,1,11,0.364,0,0,1,0,1,0,0,0,0,5,0
2009,Female,Windsor,McMaster,10,Jennifer Ellig,3,6,7,25,-0.04,1,0,1,1,3,0,0,0,0,6,0
2009,Female,Windsor,McMaster,12,Ana Vrcelj,3,4,3,9,0.111,0,1,0,0,2,0,0,0,0,5,0
2009,Female,Windsor,McMaster,15,Kaila Seguin,3,5,2,18,0.167,1,0,0,3,2,0,0,0,0,5,0
2009,Female,Windsor,McMaster,17,Jillian Fantuz,3,0,0,1,0.0,20,0,0,0,4,0,0,0,0,0,0
2009,Female,Windsor,McMaster,3,Jovana Stranatic,3,0,3,3,-1.0,0,0,0,1,1,0,0,0,0,0,0
2009,Female,Windsor,McMaster,4,Jessica Shepley,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0
2009,Female,Windsor,McMaster,6,Jessica Beltran,3,0,0,0,0.0,0,0,0,1,2,0,0,0,0,0,0
2009,Female,Windsor,McMaster,14,Mackenzie Leckie,2,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0
2009,Female,Queen's,Ottawa,2,Elyssa Heller,5,6,3,16,0.188,5,0,1,1,21,1,1,1,0,7,0
2009,Female,Queen's,Ottawa,4,Lorna Button,5,10,5,45,0.111,3,3,2,3,13,0,0,0,0,13,0
2009,Female,Queen's,Ottawa,6,Julie Lockwood,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0
2009,Female,Queen's,Ottawa,7,Colleen Ogilvie,5,8,4,24,0.167,1,1,4,0,2,3,1,1,0,12,0
2009,Female,Queen's,Ottawa,9,Katarina Chan,2,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0
2009,Female,Queen's,Ottawa,10,Becky Billings,5,0,0,2,0.0,4,0,0,3,17,0,0,0,0,0,0
2009,Female,Queen's,Ottawa,11,Shannon Walsh,3,0,0,0,0.0,1,0,1,0,1,0,0,0,0,0,0
2009,Female,Queen's,Ottawa,12,Natalie Gray,5,12,7,44,0.114,0,1,2,2,8,0,0,0,0,13,0
2009,Female,Queen's,Ottawa,13,Katie Matthews,5,8,7,27,0.037,1,2,1,0,2,2,0,0,0,12,0
2009,Female,Queen's,Ottawa,14,Kristin Collins,5,1,0,2,0.5,2,1,0,0,5,0,0,0,0,2,0
2009,Female,Queen's,Ottawa,16,Leah Franco,1,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0
2009,Female,Ottawa,Queen's,1,Joanna Fabris,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0
2009,Female,Ottawa,Queen's,3,Christina Grail,3,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0
2009,Female,Ottawa,Queen's,4,Kaely Whillans,5,11,3,19,0.421,0,2,5,0,0,0,1,0,0,13,0
2009,Female,Ottawa,Queen's,8,Melissa Morelli,5,7,6,30,0.033,6,3,2,0,10,0,1,0,0,10,0
2009,Female,Ottawa,Queen's,10,Karina Krueger-Schwanke,5,15,11,57,0.07,6,0,3,0,12,1,0,1,0,16,0
2009,Female,Ottawa,Queen's,11,Claudia Séguin,5,1,1,5,0.0,5,0,0,4,20,0,0,0,0,1,0
2009,Female,Ottawa,Queen's,13,Kathryn Weihrer,4,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0
2009,Female,Ottawa,Queen's,14,Tess Edwards,5,6,1,15,0.333,1,4,0,0,11,1,0,1,0,11,0
2009,Female,Ottawa,Queen's,15,Joanie Beauregard,5,6,1,11,0.455,2,1,2,1,7,0,0,2,0,7,0
