year,gender,team,opponent,playerNum,playerName,setsPlayed,atkPts,atkErrors,atkTotal,atkPtsPer,assists,servePts,serveErrors,recErrors,digs,blkPts,blkAst,blkErrors,BHE,totalPts,isMale
2013,Female,Lakehead,Ryerson,17,Nicole Vercaigne,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2013,Female,Ryerson,Lakehead,1,Krystyna Ng,4,0,0,0,0.0,1,0,0,0,10,0,0,0,0,0,0
2013,Female,Ryerson,Lakehead,3,Lauren Ebenhardt,4,2,0,4,0.5,38,2,1,1,6,0,0,0,0,4,0
2013,Female,Ryerson,Lakehead,5,Lauren Sokolowski,2,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0
2013,Female,Ryerson,Lakehead,6,Veronica Livingston,4,13,4,27,0.333,0,0,2,1,5,2,2,0,0,15,0
2013,Female,Ryerson,Lakehead,9,Chelsea Jensen,3,2,0,8,0.25,0,0,0,1,4,1,0,0,0,3,0
2013,Female,Ryerson,Lakehead,10,Kristine Yan,4,4,6,25,-0.08,0,2,1,3,4,1,1,0,0,7,0
2013,Female,Ryerson,Lakehead,13,Chelsea Briscoe,4,10,1,15,0.6,2,1,0,0,2,1,3,0,0,12,0
2013,Female,Ryerson,Lakehead,16,Kristina Vlcek,4,8,1,11,0.636,0,2,0,0,0,1,0,0,0,11,0
2013,Female,Ryerson,Lakehead,17,Alexandra Whyte,4,6,4,17,0.118,0,0,0,3,8,0,0,0,0,6,0
2013,Female,Windsor,Brock,2,Jennifer Straver,2,1,1,2,0.0,0,0,0,0,4,0,0,0,0,1,0
2013,Female,Windsor,Brock,3,Danielle Lenarduzzi,4,1,0,7,0.143,29,0,0,0,7,1,0,0,0,2,0
2013,Female,Windsor,Brock,4,Jessica Shepley,4,2,2,13,0.0,6,1,0,0,9,0,1,0,0,3,0
2013,Female,Windsor,Brock,5,Melissa Smyth,4,2,2,12,0.0,0,0,2,0,2,3,0,0,0,5,0
2013,Female,Windsor,Brock,7,Mackenzie Coyle,4,12,6,41,0.146,0,1,1,0,24,1,0,0,0,14,0
2013,Female,Windsor,Brock,8,Carleigh Bailey,3,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0
2013,Female,Windsor,Brock,12,Shannon Dean,4,11,2,17,0.529,0,3,1,0,1,2,3,0,0,16,0
2013,Female,Windsor,Brock,14,Hannah Robson,4,0,0,1,0.0,0,0,0,0,19,0,0,0,0,0,0
2013,Female,Brock,Windsor,1,Katie Murray,4,9,6,24,0.125,1,2,0,0,5,0,1,0,0,11,0
2013,Female,Brock,Windsor,2,Allison Pumputis,3,2,1,5,0.2,1,1,0,0,6,0,0,0,0,3,0
2013,Female,Brock,Windsor,3,Hayley Orr,3,1,0,3,0.333,0,1,0,0,3,0,0,0,0,2,0
2013,Female,Brock,Windsor,4,Tori Stirling,4,6,7,32,-0.031,1,0,0,0,11,0,0,0,0,6,0
2013,Female,Brock,Windsor,5,Lauren Stirling,4,2,0,7,0.286,35,0,0,0,7,1,2,0,0,3,0
2013,Female,Brock,Windsor,8,Tess Newey,3,1,2,8,-0.125,0,0,1,0,3,0,0,0,0,1,0
2013,Female,Brock,Windsor,10,Maddie Elit,1,0,1,3,-0.333,0,0,0,0,0,0,1,0,0,0,0
2013,Female,Brock,Windsor,12,Maddie Brown,4,6,4,17,0.118,0,2,0,0,4,3,0,0,0,11,0
2013,Female,Brock,Windsor,14,Karlinna O'Leary,4,0,0,0,0.0,0,0,0,0,21,0,0,0,0,0,0
2013,Female,RMC,Queen's,1,Danielle Vortisch,3,1,2,11,-0.091,0,0,2,0,5,0,0,0,0,1,0
2013,Female,RMC,Queen's,8,Nicole Behnke,3,4,1,12,0.25,0,0,1,0,2,0,2,0,0,4,0
2013,Female,RMC,Queen's,9,Cassidy Chang,3,0,0,0,0.0,12,1,2,0,7,1,0,0,0,2,0
2013,Female,RMC,Queen's,10,Karissa Lapointe,3,2,2,6,0.0,1,1,1,0,0,0,0,0,0,3,0
2013,Female,RMC,Queen's,12,Mallory Litjens,3,3,3,22,0.0,1,0,0,0,2,0,0,0,0,3,0
2013,Female,RMC,Queen's,15,Chelsey Litjens,3,7,5,22,0.091,1,0,1,3,1,1,2,0,0,8,0
2013,Female,RMC,Queen's,2,Savannah Leblanc,1,0,0,0,0.0,0,0,0,2,0,0,0,0,0,0,0
2013,Female,RMC,Queen's,4,Dana Choi,2,0,1,1,-1.0,0,0,0,0,0,0,0,0,0,0,0
2013,Female,RMC,Queen's,11,Delanie Chang,3,0,1,6,-0.167,2,0,0,5,8,0,0,0,1,0,0
2013,Female,Queen's,RMC,2,Kelsey Bishop,3,7,4,17,0.176,2,2,0,0,4,0,1,0,0,9,0
2013,Female,Queen's,RMC,7,Shannon Hopkins,2,2,4,11,-0.182,2,3,0,0,6,0,1,0,0,5,0
2013,Female,Queen's,RMC,8,Emilie Normand,2,1,0,2,0.5,1,1,1,0,1,0,2,0,0,2,0
2013,Female,Queen's,RMC,9,Katie Hagarty,3,5,2,13,0.231,1,3,0,0,5,0,1,0,0,8,0
2013,Female,Queen's,RMC,14,Gabrielle Down,3,2,0,2,1.0,17,0,2,0,6,0,1,0,0,2,0
2013,Female,Queen's,RMC,17,Brett Hagarty,3,11,3,20,0.4,1,0,1,0,13,0,0,0,0,11,0
2013,Female,Queen's,RMC,3,Becky Wilson,3,0,0,1,0.0,1,0,0,0,2,0,0,0,0,0,0
2013,Female,Queen's,RMC,6,Shannon Neville,1,3,0,4,0.75,0,1,0,0,2,0,0,0,0,4,0
2013,Female,Queen's,RMC,10,Niki Slikboer,1,4,0,5,0.8,2,0,0,0,1,1,0,0,0,5,0
2013,Female,Queen's,RMC,11,Shannon Walsh,1,0,0,0,0.0,7,1,0,0,1,0,0,0,0,1,0
2013,Female,Queen's,RMC,13,Anna Harman,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0
2013,Female,Queen's,RMC,16,Mary Allward,1,1,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0
2013,Female,Ottawa,York,5,Kelsie English,3,7,8,25,-0.04,0,0,1,1,13,1,0,0,0,8,0
2013,Female,Ottawa,York,7,Myriam English,3,8,11,32,-0.094,0,0,1,1,7,0,0,0,0,8,0
2013,Female,Ottawa,York,8,Kira Tome,3,2,2,8,0.0,22,2,2,0,4,1,0,0,0,5,0
2013,Female,Ottawa,York,9,Alix Durivage,3,1,1,3,0.0,1,0,1,0,0,0,0,0,0,1,0
2013,Female,Ottawa,York,15,Sophie Chenail,3,3,1,7,0.286,0,0,1,0,1,2,0,0,0,5,0
2013,Female,Ottawa,York,16,Colleen Morelli,3,3,2,12,0.083,0,0,0,1,1,0,0,0,0,3,0
2013,Female,Ottawa,York,2,Kaly Soro,3,4,3,17,0.059,0,1,1,0,3,0,0,0,0,5,0
2013,Female,Ottawa,York,4,Stephanie Theiler,3,0,0,3,0.0,3,0,0,2,11,0,0,0,0,0,0
2013,Female,Ottawa,York,12,Kayla Bell-Hammond,2,0,1,1,-1.0,0,0,0,0,0,0,0,0,0,0,0
2013,Female,York,Ottawa,2,Brandie Wilkerson,3,8,3,25,0.2,2,0,1,0,8,2,0,0,0,10,0
2013,Female,York,Ottawa,4,Kirsten Dillon,3,0,0,1,0.0,22,2,0,0,5,0,0,0,0,2,0
2013,Female,York,Ottawa,8,Brittney Hopley,3,7,0,10,0.7,1,0,0,0,0,3,0,0,0,10,0
2013,Female,York,Ottawa,10,Melissa Humana-Paredes,3,8,1,24,0.292,0,3,2,0,14,1,1,0,0,12,0
2013,Female,York,Ottawa,13,Michelle Pierce,3,6,1,18,0.278,1,0,2,0,0,1,1,0,0,7,0
2013,Female,York,Ottawa,15,Aleks Arsovic,3,2,5,15,-0.2,0,0,3,2,6,0,0,0,0,2,0
2013,Female,York,Ottawa,7,Octavia Wong,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2013,Female,Lakehead,Toronto,10,Sara Hudson,3,0,0,4,0.0,9,1,0,0,12,0,0,0,0,1,0
2013,Female,Lakehead,Toronto,1,Breanne Hilhorst,3,0,0,0,0.0,2,0,0,0,11,0,0,0,0,0,0
2013,Female,Lakehead,Toronto,12,Jorie Daymond,3,5,3,19,0.105,0,0,1,0,6,0,0,0,0,5,0
2013,Female,Lakehead,Toronto,9,Kathleen Maclennan,2,2,5,14,-0.214,0,1,0,0,5,0,0,0,0,3,0
2013,Female,Lakehead,Toronto,2,Carmen Hutsal,2,1,5,11,-0.364,0,0,0,0,3,0,0,0,0,1,0
2013,Female,Lakehead,Toronto,15,Sarah Reid,2,2,2,12,0.0,0,0,0,0,2,0,0,0,0,2,0
2013,Female,Lakehead,Toronto,16,Jasmine Fox,3,2,0,5,0.4,0,0,0,0,2,1,0,0,0,3,0
2013,Female,Lakehead,Toronto,17,Nicole Vercaigne,3,2,5,10,-0.3,0,2,1,0,1,0,0,0,0,4,0
2013,Female,Lakehead,Toronto,4,Kailan Robinson,1,0,1,4,-0.25,0,0,1,0,1,0,0,0,0,0,0
2013,Female,Lakehead,Toronto,14,Brittany Macleod,3,2,3,10,-0.1,0,3,2,0,1,0,0,0,0,5,0
2013,Female,Lakehead,Toronto,8,Vanessa Masters,2,0,0,1,0.0,4,0,0,0,0,0,0,0,0,0,0
2013,Female,Toronto,Lakehead,12,K Lonergan,3,0,0,0,0.0,0,0,0,0,15,0,0,0,0,0,0
2013,Female,Toronto,Lakehead,10,J Bellehumeur,3,0,0,0,0.0,10,1,0,0,8,0,0,0,0,1,0
2013,Female,Toronto,Lakehead,3,C Sider,3,6,6,22,0.0,0,1,0,0,6,2,0,0,0,9,0
2013,Female,Toronto,Lakehead,18,E Jennings,3,3,2,17,0.059,0,5,1,0,5,0,0,0,0,8,0
2013,Female,Toronto,Lakehead,13,M Mandryk,2,0,0,1,0.0,11,0,0,0,5,0,0,0,0,0,0
2013,Female,Toronto,Lakehead,7,J Neilson,3,12,3,26,0.346,0,0,0,0,4,3,0,0,0,15,0
2013,Female,Toronto,Lakehead,14,S Chapin,3,2,1,9,0.111,2,0,0,0,3,2,0,0,0,4,0
2013,Female,Toronto,Lakehead,11,A Ersozoglu,1,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0
2013,Female,Toronto,Lakehead,5,C Cruickshank,1,0,1,1,-1.0,0,1,0,0,1,0,0,0,0,1,0
2013,Female,Toronto,Lakehead,4,D Bentley,1,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0
2013,Female,York,Queen's,3,Beata Dye,2,4,1,7,0.429,1,0,1,0,1,0,2,0,0,4,0
2013,Female,York,Queen's,4,Kirsten Dillon,4,4,0,11,0.364,39,1,1,0,12,0,1,0,0,5,0
2013,Female,York,Queen's,8,Brittney Hopley,4,11,3,25,0.32,2,0,2,0,4,0,2,0,0,11,0
2013,Female,York,Queen's,12,Jennifer Black,3,2,2,5,0.0,1,0,0,2,2,0,0,0,0,2,0
2013,Female,York,Queen's,13,Michelle Pierce,4,5,4,20,0.05,2,1,3,0,1,1,5,0,0,7,0
2013,Female,York,Queen's,15,Aleks Arsovic,4,7,7,25,0.0,2,1,0,4,14,0,0,0,0,8,0
2013,Female,York,Queen's,2,Brandie Wilkerson,3,9,2,24,0.292,0,0,1,0,9,1,3,0,0,10,0
2013,Female,York,Queen's,6,Carley Flemmer,4,0,0,4,0.0,2,0,0,0,15,0,0,0,0,0,0
2013,Female,York,Queen's,7,Octavia Wong,4,0,0,0,0.0,0,1,0,0,2,0,0,0,0,1,0
2013,Female,York,Queen's,10,Melissa Humana-Paredes,3,8,3,21,0.238,1,0,0,0,9,0,2,0,0,8,0
2013,Female,Queen's,York,2,Kelsey Bishop,4,11,6,37,0.135,1,1,2,0,3,1,3,0,0,13,0
2013,Female,Queen's,York,7,Shannon Hopkins,2,4,2,11,0.182,1,0,1,2,5,0,1,0,0,4,0
2013,Female,Queen's,York,8,Emilie Normand,2,1,2,4,-0.25,1,1,1,0,0,0,3,0,0,2,0
2013,Female,Queen's,York,9,Katie Hagarty,4,4,3,21,0.048,1,2,1,0,11,1,2,0,0,7,0
2013,Female,Queen's,York,14,Gabrielle Down,4,2,1,6,0.167,29,0,0,0,7,0,1,0,0,2,0
2013,Female,Queen's,York,17,Brett Hagarty,4,10,11,35,-0.029,1,3,2,0,17,0,1,0,0,13,0
2013,Female,Queen's,York,3,Becky Wilson,4,0,0,2,0.0,4,0,0,0,12,0,0,0,0,0,0
2013,Female,Queen's,York,4,Alexa Scarcello,2,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0
2013,Female,Queen's,York,6,Shannon Neville,3,6,4,20,0.1,1,0,1,1,5,1,0,0,0,7,0
2013,Female,Queen's,York,10,Niki Slikboer,2,6,1,12,0.417,0,0,2,0,1,0,2,0,0,6,0
2013,Female,Queen's,York,11,Shannon Walsh,3,0,0,0,0.0,5,2,0,0,5,0,0,0,0,2,0
2013,Female,Queen's,York,16,Mary Allward,3,0,2,3,-0.667,0,0,0,0,0,0,1,0,0,0,0
2013,Female,Nipissing,RMC,1,Brianna Brunt,3,1,0,2,0.5,4,0,0,0,6,0,0,0,0,1,0
2013,Female,Nipissing,RMC,2,Tabitha Beedle,1,0,0,0,0.0,0,0,0,0,3,0,0,0,0,0,0
2013,Female,Nipissing,RMC,4,Allison Larsen,1,0,3,7,-0.429,0,1,1,0,2,1,0,0,0,2,0
2013,Female,Nipissing,RMC,5,Lindsay Vanderweide,4,6,2,25,0.16,0,1,3,0,6,0,0,0,0,7,0
2013,Female,Nipissing,RMC,6,Christina Caruso,4,5,3,29,0.069,0,0,1,0,20,0,0,0,0,5,0
2013,Female,Nipissing,RMC,7,Tracy Hammerton,3,3,4,40,-0.025,4,1,0,0,4,2,0,0,0,6,0
2013,Female,Nipissing,RMC,8,Brittany Ardron,4,5,0,23,0.217,3,1,1,0,6,1,0,0,0,7,0
2013,Female,Nipissing,RMC,9,Jade DeCoste,3,1,0,4,0.25,11,0,1,0,11,0,0,0,0,1,0
2013,Female,Nipissing,RMC,10,Jessica Klassen,3,0,1,4,-0.25,0,0,0,0,12,0,0,0,0,0,0
2013,Female,Nipissing,RMC,11,Heather Thompson,4,1,0,6,0.167,2,0,0,0,4,0,0,0,0,1,0
2013,Female,RMC,Nipissing,1,Danielle Vortisch,4,8,5,30,0.1,1,3,4,0,23,1,0,0,0,12,0
2013,Female,RMC,Nipissing,4,Dana Choi,4,0,2,2,-1.0,0,0,0,0,0,1,0,0,0,1,0
2013,Female,RMC,Nipissing,8,Nicole Behnke,4,11,2,22,0.409,1,2,0,0,7,3,0,0,0,16,0
2013,Female,RMC,Nipissing,9,Cassidy Chang,4,2,1,2,0.5,58,1,1,0,9,1,0,0,0,4,0
2013,Female,RMC,Nipissing,10,Karissa Lapointe,4,5,2,15,0.2,0,2,0,0,1,0,1,0,0,7,0
2013,Female,RMC,Nipissing,11,Delanie Chang,4,0,0,0,0.0,5,0,0,0,20,0,0,0,0,0,0
2013,Female,RMC,Nipissing,12,Mallory Litjens,4,14,5,41,0.22,0,1,2,0,17,1,0,0,0,16,0
2013,Female,Lakehead,McMaster,1,Breanne Hilhorst,3,0,0,0,0.0,2,0,0,2,11,0,0,0,1,0,0
2013,Female,Lakehead,McMaster,15,Sarah Reid,3,5,5,24,0.0,1,0,0,3,7,0,0,1,0,5,0
2013,Female,Lakehead,McMaster,10,Sara Hudson,3,1,0,1,1.0,14,1,1,0,6,0,0,0,1,2,0
2013,Female,Lakehead,McMaster,3,Jen Casey,3,2,6,13,-0.308,0,0,2,0,5,0,0,1,0,2,0
2013,Female,Lakehead,McMaster,12,Jorie Daymond,3,8,10,29,-0.069,0,3,1,1,5,1,0,0,0,12,0
2013,Female,Lakehead,McMaster,18,Jenna McDonald,2,2,0,3,0.667,5,0,1,0,3,0,0,0,0,2,0
2013,Female,Lakehead,McMaster,16,Jasmine Fox,3,2,2,7,0.0,0,0,0,0,2,0,0,1,0,2,0
2013,Female,Lakehead,McMaster,17,Nicole Vercaigne,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2013,Female,Lakehead,McMaster,7,Stephanie Chartrand,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,1,0
2013,Female,Lakehead,McMaster,14,Brittany Macleod,3,2,2,8,0.0,0,5,1,0,0,0,0,1,0,7,0
2013,Female,McMaster,Lakehead,12,Mira Krunic,3,5,1,16,0.25,1,2,3,0,7,0,4,3,0,7,0
2013,Female,McMaster,Lakehead,9,Amanda Weldon,3,2,2,6,0.0,24,1,1,0,6,0,1,0,0,3,0
2013,Female,McMaster,Lakehead,17,Khira Adams,3,0,0,0,0.0,1,0,0,4,6,0,0,0,0,0,0
2013,Female,McMaster,Lakehead,6,Lauren Mastroluisi,3,9,2,24,0.292,0,0,2,0,4,0,1,0,0,9,0
2013,Female,McMaster,Lakehead,15,Sophie Bukovec,3,10,1,23,0.391,0,1,0,6,4,1,1,1,0,12,0
2013,Female,McMaster,Lakehead,8,Maicee Sorensen,3,3,1,9,0.222,1,1,0,0,1,3,3,0,0,7,0
2013,Female,McMaster,Lakehead,1,Taylor Brisebois,3,6,0,11,0.545,1,1,0,0,0,0,4,0,0,7,0
2013,Female,Toronto,Waterloo,2,T Davis,4,13,3,35,0.286,0,1,3,0,2,1,6,0,0,15,0
2013,Female,Toronto,Waterloo,3,C Sider,4,14,10,42,0.095,1,2,1,2,15,1,1,0,0,17,0
2013,Female,Toronto,Waterloo,5,C Cruickshank,4,8,6,29,0.069,0,1,4,1,19,1,3,0,0,10,0
2013,Female,Toronto,Waterloo,7,J Neilson,4,10,2,42,0.19,2,0,1,1,10,0,3,0,0,10,0
2013,Female,Toronto,Waterloo,10,J Bellehumeur,1,0,0,0,0.0,0,0,0,0,5,0,0,0,0,0,0
2013,Female,Toronto,Waterloo,12,K Lonergan,4,0,0,0,0.0,1,0,0,2,27,0,0,0,0,0,0
2013,Female,Toronto,Waterloo,8,A Bellehumeur,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2013,Female,Toronto,Waterloo,13,M Mandryk,3,2,1,3,0.333,32,0,0,0,8,0,2,0,0,2,0
2013,Female,Toronto,Waterloo,14,S Chapin,4,8,1,16,0.438,1,0,1,0,1,1,2,0,0,9,0
2013,Female,Toronto,Waterloo,17,B Radan,1,1,2,3,-0.333,0,0,0,0,0,0,1,0,0,1,0
2013,Female,Waterloo,Toronto,1,Mikaela Klie,4,0,0,3,0.0,28,2,3,0,15,0,3,0,0,2,0
2013,Female,Waterloo,Toronto,2,Natasha Spaling,4,9,7,26,0.077,0,1,0,0,2,0,6,0,0,10,0
2013,Female,Waterloo,Toronto,4,Gillian Henderson,4,10,3,36,0.194,0,0,2,0,11,1,2,0,0,11,0
2013,Female,Waterloo,Toronto,10,Clara Tse,4,10,6,45,0.089,0,2,1,0,12,0,2,0,0,12,0
2013,Female,Waterloo,Toronto,11,Shannon Lodoen,4,3,3,32,0.0,0,0,0,0,10,0,2,0,0,3,0
2013,Female,Waterloo,Toronto,15,Danielle Kamps,4,6,3,14,0.214,0,1,0,0,3,0,4,0,0,7,0
2013,Female,Waterloo,Toronto,5,Casey Clunas,2,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0
2013,Female,Waterloo,Toronto,7,Emily Needles,2,0,0,0,0.0,3,0,0,0,1,0,0,0,0,0,0
2013,Female,Waterloo,Toronto,8,Marlie Kissack,1,0,0,3,0.0,0,0,0,0,3,0,0,0,0,0,0
2013,Female,Waterloo,Toronto,9,Madison Taylor,1,0,0,2,0.0,0,0,1,0,0,0,0,0,0,0,0
2013,Female,Windsor,Ottawa,3,Danielle Lenarduzzi,4,2,0,5,0.4,27,3,3,1,9,0,0,0,0,5,0
2013,Female,Windsor,Ottawa,4,Jessica Shepley,4,2,3,10,-0.1,1,0,3,0,3,0,0,0,0,2,0
2013,Female,Windsor,Ottawa,5,Melissa Smyth,4,2,0,6,0.333,1,0,2,0,8,0,0,0,0,2,0
2013,Female,Windsor,Ottawa,7,Mackenzie Coyle,4,8,3,27,0.185,0,0,0,3,6,0,0,0,0,8,0
2013,Female,Windsor,Ottawa,8,Carleigh Bailey,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2013,Female,Windsor,Ottawa,9,Marissa Thomson,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
2013,Female,Windsor,Ottawa,10,Emily Durand,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0
2013,Female,Windsor,Ottawa,12,Shannon Dean,4,11,1,24,0.417,0,2,2,0,0,0,0,0,0,13,0
2013,Female,Windsor,Ottawa,14,Hannah Robson,4,0,0,0,0.0,0,0,0,6,6,0,0,0,0,0,0
2013,Female,Windsor,Ottawa,15,Kaila Seguin,4,10,6,39,0.103,1,2,1,4,8,0,0,0,0,12,0
2013,Female,Ottawa,Windsor,2,Kaly Soro,1,1,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0
2013,Female,Ottawa,Windsor,4,Stephanie Theiler,4,0,0,0,0.0,3,0,0,1,15,0,0,0,0,0,0
2013,Female,Ottawa,Windsor,5,Kelsie English,4,17,3,28,0.5,0,5,2,2,7,1,1,0,0,23,0
2013,Female,Ottawa,Windsor,7,Myriam English,4,15,4,35,0.314,0,7,1,1,10,1,1,0,0,23,0
2013,Female,Ottawa,Windsor,8,Kira Tome,4,3,0,4,0.75,37,4,3,0,7,1,0,1,0,8,0
2013,Female,Ottawa,Windsor,9,Alix Durivage,4,2,3,11,-0.091,1,2,3,0,2,0,3,1,0,4,0
2013,Female,Ottawa,Windsor,12,Kayla Bell-Hammond,2,1,1,2,0.0,1,0,0,0,1,0,0,0,0,1,0
2013,Female,Ottawa,Windsor,14,Veronique Caya,3,0,0,0,0.0,0,1,0,1,1,0,0,0,0,1,0
2013,Female,Ottawa,Windsor,15,Sophie Chenail,4,3,1,9,0.222,1,0,1,0,1,0,1,0,0,3,0
2013,Female,Ottawa,Windsor,16,Colleen Morelli,4,5,4,18,0.056,0,1,0,1,6,0,0,0,0,6,0
2013,Female,Toronto,Guelph,2,T Davis,4,8,2,19,0.316,0,2,3,0,2,1,6,0,0,11,0
2013,Female,Toronto,Guelph,3,C Sider,4,15,7,41,0.195,0,0,1,1,11,0,0,0,0,15,0
2013,Female,Toronto,Guelph,5,C Cruickshank,4,13,4,27,0.333,0,1,1,2,5,0,3,0,0,14,0
2013,Female,Toronto,Guelph,7,J Neilson,4,7,6,28,0.036,2,2,0,0,6,0,3,0,0,9,0
2013,Female,Toronto,Guelph,9,M Rapaport,4,1,0,3,0.333,40,2,2,0,13,0,2,0,0,3,0
2013,Female,Toronto,Guelph,14,S Chapin,4,5,3,15,0.133,2,2,0,0,3,0,3,0,0,7,0
2013,Female,Toronto,Guelph,8,A Bellehumeur,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2013,Female,Toronto,Guelph,11,A Ersozoglu,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2013,Female,Toronto,Guelph,12,K Lonergan,4,0,0,0,0.0,0,0,0,1,15,0,0,0,0,0,0
2013,Female,Toronto,Guelph,13,M Mandryk,1,0,0,1,0.0,4,0,0,0,4,0,2,0,0,0,0
2013,Female,Toronto,Guelph,17,B Radan,1,2,1,3,0.333,0,0,0,0,0,0,0,0,0,2,0
2013,Female,Toronto,Guelph,18,E Jennings,1,1,0,1,1.0,0,0,1,0,0,0,0,0,0,1,0
2013,Female,Guelph,Toronto,1,Alicia Combe-Dingwall,4,8,2,20,0.3,0,1,1,0,2,2,4,0,0,11,0
2013,Female,Guelph,Toronto,2,Ashleigh Andzel,2,2,0,3,0.667,8,1,1,0,4,0,2,0,0,3,0
2013,Female,Guelph,Toronto,3,Madison DeDecker,4,9,3,31,0.194,0,0,0,2,8,1,2,0,0,10,0
2013,Female,Guelph,Toronto,12,Nicole Collard,4,4,2,16,0.125,1,0,1,0,0,0,4,0,0,4,0
2013,Female,Guelph,Toronto,13,Rebecca Breau,4,6,3,21,0.143,1,0,1,0,5,0,2,0,0,6,0
2013,Female,Guelph,Toronto,16,Rachel Petcoff,2,0,7,13,-0.538,0,2,0,0,2,0,1,0,0,2,0
2013,Female,Guelph,Toronto,4,Jennifer Johnstone,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
2013,Female,Guelph,Toronto,7,Stephanie Vickers,3,4,3,13,0.077,0,1,0,2,7,1,0,0,0,6,0
2013,Female,Guelph,Toronto,8,Shannon Morelli,2,3,6,14,-0.214,0,0,1,0,1,0,1,0,0,3,0
2013,Female,Guelph,Toronto,10,Kristen Almhjell,4,0,0,0,0.0,0,0,0,0,13,0,0,0,0,0,0
2013,Female,Guelph,Toronto,11,Katelyn Larson,3,1,1,5,0.0,23,1,0,0,11,0,1,0,0,2,0
2013,Female,Guelph,Toronto,15,Sydney Krizmanich,3,0,0,0,0.0,0,0,0,1,3,0,0,0,0,0,0
2013,Female,Guelph,Toronto,18,Kayla McMullen,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2013,Female,Lakehead,McMaster,1,Breanne Hilhorst,4,0,0,0,0.0,1,0,0,3,25,0,0,0,0,0,0
2013,Female,Lakehead,McMaster,10,Sara Hudson,4,2,1,3,0.333,32,2,2,0,13,0,0,1,2,4,0
2013,Female,Lakehead,McMaster,15,Sarah Reid,4,3,3,13,0.0,0,1,1,0,10,0,0,0,0,4,0
2013,Female,Lakehead,McMaster,12,Jorie Daymond,4,16,9,37,0.189,0,1,1,2,8,1,2,0,0,18,0
2013,Female,Lakehead,McMaster,16,Jasmine Fox,3,8,6,29,0.069,0,0,0,0,5,2,0,0,0,10,0
2013,Female,Lakehead,McMaster,14,Brittany Macleod,4,9,4,21,0.238,1,6,1,0,3,1,2,2,0,16,0
2013,Female,Lakehead,McMaster,7,Stephanie Chartrand,4,3,3,7,0.0,7,0,2,0,3,1,2,2,1,4,0
2013,Female,Lakehead,McMaster,17,Nicole Vercaigne,3,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0
2013,Female,Lakehead,McMaster,18,Jenna McDonald,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0
2013,Female,Lakehead,McMaster,3,Jen Casey,2,2,2,9,0.0,0,0,0,0,0,0,0,0,0,2,0
2013,Female,McMaster,Lakehead,6,Lauren Mastroluisi,4,8,6,27,0.074,0,0,0,0,13,1,0,0,0,9,0
2013,Female,McMaster,Lakehead,3,Rebecca Steckle,4,5,2,16,0.188,2,0,1,0,8,2,3,1,1,7,0
2013,Female,McMaster,Lakehead,5,Carly Heath,3,0,0,0,0.0,0,0,0,8,7,0,0,0,0,0,0
2013,Female,McMaster,Lakehead,8,Maicee Sorensen,4,6,1,14,0.357,6,1,1,0,7,3,4,0,0,10,0
2013,Female,McMaster,Lakehead,7,Kierstyn Bakker,3,6,2,21,0.19,2,1,2,2,5,0,1,0,0,7,0
2013,Female,McMaster,Lakehead,2,Joanna Jedrzejewska,3,3,3,18,0.0,0,2,0,0,2,1,0,0,0,6,0
2013,Female,McMaster,Lakehead,12,Mira Krunic,1,0,0,2,0.0,0,0,0,0,2,0,1,0,0,0,0
2013,Female,McMaster,Lakehead,16,Caitlin Genovy,3,1,0,3,0.333,17,0,0,0,1,0,1,1,0,1,0
2013,Female,McMaster,Lakehead,1,Taylor Brisebois,4,11,3,19,0.421,1,1,1,0,1,1,2,1,0,13,0
2013,Female,McMaster,Lakehead,4,Alicia Jack,1,1,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0
2013,Female,Nipissing,Queen's,5,Lindsay Vanderweide,3,6,5,25,0.04,1,0,2,0,5,0,0,0,0,6,0
2013,Female,Nipissing,Queen's,6,Christina Caruso,3,2,3,17,-0.059,0,0,0,0,7,0,1,0,0,2,0
